batch_size | beta | epoch | initializer | rbf_neurons,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_betas,param_epochs,param_initializer,param_rbf_neurons,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
16_2.0_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,34.53978602091471,0.6306868153488764,1.6496755282084148,0.755999217294999,16,2.0,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 16, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.3719500005245209,0.3828999996185303,0.10894999653100967,0.2879333322246869,0.12663925526751538,143
32_1.0_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,27.817604144414265,9.584215607507252,1.0433680216471355,0.2727809976880936,32,1.0,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 32, 'betas': 1.0, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.3722499907016754,0.26649999618530273,0.21995000541210175,0.28623333076636,0.0637227052683058,144
32_1.0_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,66.54759748776753,3.713791736295237,0.8476784229278564,0.06727449633534793,32,1.0,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 32, 'betas': 1.0, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.2978000044822693,0.2665500044822693,0.2662999927997589,0.2768833339214325,0.01479067176687794,145
64_1.0_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,78.08698026339214,3.6507482154435387,0.6518529256184896,0.08187612468901193,64,1.0,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 64, 'betas': 1.0, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.2755500078201294,0.27639999985694885,0.25975000858306885,0.2705666720867157,0.007656403795908731,146
64_2.0_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,46.35859855016073,0.23334776833005577,0.7160069942474365,0.0128426413206751,64,2.0,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 64, 'betas': 2.0, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.26190000772476196,0.26260000467300415,0.2685000002384186,0.2643333375453949,0.0029601021862951074,147
16_2.0_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,173.31326802571616,1.5437682838897036,1.2323180039723713,0.2124419302363384,16,2.0,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 16, 'betas': 2.0, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.31185001134872437,0.32394999265670776,0.10894999653100967,0.24825000017881393,0.09862376538854482,148
64_2.0_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,114.57749875386556,1.4223329021412443,0.5119258562723795,0.0049516440310260115,64,2.0,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 64, 'betas': 2.0, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.3045499920845032,0.11410000175237656,0.3001500070095062,0.23960000028212866,0.08876007807714337,149
64_2.0_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,73.0034846464793,6.61534847946006,0.5814628601074219,0.09533676379052285,64,2.0,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 64, 'betas': 2.0, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.2885499894618988,0.3061000108718872,0.10904999822378159,0.23456666618585587,0.0890424103638222,150
32_2.0_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,81.45596234003703,1.6223667324568039,0.7205008665720621,0.031948230027448454,32,2.0,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 32, 'betas': 2.0, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.2707499861717224,0.11410000175237656,0.2782500088214874,0.2210333322485288,0.07567525118639619,151
64_2.0_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,22.919179836908977,0.4608909600838017,0.7131232420603434,0.010870053272465537,64,2.0,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 64, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.2434999942779541,0.2750000059604645,0.13660000264644623,0.21836666762828827,0.05923064134206871,152
16_2.0_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,78.64441021283467,10.83543407905185,0.9312671025594076,0.003777953612918373,16,2.0,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 16, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.1140500009059906,0.2570500075817108,0.2768000066280365,0.21596667170524597,0.07251561420680519,153
32_2.0_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,57.18891565004984,0.7152887164253618,1.6240800221761067,0.14054375163437227,32,2.0,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 32, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.11424999684095383,0.12134999781847,0.39989998936653137,0.21183332800865173,0.13301479701946628,154
32_2.0_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,20.10523835817973,0.9378662235960024,0.683003822962443,0.012833609340762194,32,2.0,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 32, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.2305999994277954,0.11410000175237656,0.24934999644756317,0.1980166658759117,0.05982973332871087,155
64_2.0_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,27.778154611587524,0.3218601767788476,0.5960484345753988,0.12248330574346555,64,2.0,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 64, 'betas': 2.0, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.26980000734329224,0.11410000175237656,0.10894999653100967,0.16428333520889282,0.07464117144571882,156
64_2.0_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,61.78108867009481,2.65893392711581,0.5610868136088053,0.06119885161533083,64,2.0,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 64, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.257099986076355,0.11410000175237656,0.10894999653100967,0.1600499947865804,0.06865690664676555,157
64_2.0_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,14.189163287480673,0.13660111524458832,0.6558441321055094,0.1133372933449498,64,2.0,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 64, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.25600001215934753,0.11410000175237656,0.10899999737739563,0.15970000376303992,0.06812621240023499,158
32_2.0_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,63.254289627075195,1.1636138823028659,0.7139724890391032,0.032292420733196193,32,2.0,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 32, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.1140500009059906,0.23475000262260437,0.10894999653100967,0.15258333335320154,0.05813790309988127,159
16_2.0_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,30.513230085372925,0.8915038561665467,1.0109785397847493,0.07745216235083514,16,2.0,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 16, 'betas': 2.0, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.1140500009059906,0.11420000344514847,0.10894999653100967,0.11240000029404958,0.00244028955442868,160
64_2.0_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,72.27214018503825,2.2080532473703003,0.6009861628214518,0.12121314749937273,64,2.0,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 64, 'betas': 2.0, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.1140500009059906,0.11410000175237656,0.10894999653100967,0.11236666639645894,0.0024160366647689316,161
32_2.0_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,38.631710370381676,1.95112040028581,0.6965116659800211,0.04035563865709701,32,2.0,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 32, 'betas': 2.0, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.1140500009059906,0.1140500009059906,0.10894999653100967,0.11234999944766362,0.0024041651184200487,162
